cell_cycle_GO:0007049,extracellular_matrix_GO:0031012,epithelial_to_mesencyhmal_transition_GO:0001837,lipid_catabolic_process_GO:0016042,canonical_glycolysis_GO:0061621,glycolytic_process_GO:0006096,glucose_catabolic_process_GO:0006007,tricarboxylic_acid_cycle_GO:0006099,oxidative_phosphorylation_GO:0006119,fatty_acid_oxidation_GO:0019395,regulation_of_pyruvate_kinase_activity_GO.1903301,regulation_of_glucose_catabolic_process_to_lactate_via_pyruvate_GO.1904023,regulation_of_lipid_storage_GO.0010883,fatty_acid_homeostasis_GO.0055089,glucose_transmembrane_transport_GO.1904659,long-chain_fatty_acid_import_into_cell_GO.0044539,malonyl-CoA_metabolic_process_GO.2001293,response_to_unfolded_protein_GO.0006986,cellular_response_to_hypoxia_GO.0071456,response_to_type_I_interferon_GO.0034340
Sapcd2,,,,,,,,,,,,,,,,,,,
Hspa1b,,,,,,,,,,,,,,,,,,,
Fosl1,,,,,,,,,,,,,,,,,,,
Pard3b,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Aurkb,,,,,,,,,,,,,,,,,,,
Tfdp2,,,,,,,,,,,,,,,,,,,
Tfdp2,,,,,,,,,,,,,,,,,,,
Tfdp2,,,,,,,,,,,,,,,,,,,
Ppp3ca,,,,,,,,,,,,,,,,,,,
Sin3b,,,,,,,,,,,,,,,,,,,
Sin3a,,,,,,,,,,,,,,,,,,,
Sh2b1,,,,,,,,,,,,,,,,,,,
Srpk2,,,,,,,,,,,,,,,,,,,
Stxbp4,,,,,,,,,,,,,,,,,,,
Med25,,,,,,,,,,,,,,,,,,,
Chmp4b,,,,,,,,,,,,,,,,,,,
Chmp4b,,,,,,,,,,,,,,,,,,,
Chmp4b,,,,,,,,,,,,,,,,,,,
Chmp4b,,,,,,,,,,,,,,,,,,,
Chmp4b,,,,,,,,,,,,,,,,,,,
Chmp4b,,,,,,,,,,,,,,,,,,,
Rabgap1,,,,,,,,,,,,,,,,,,,
Tm4sf5,,,,,,,,,,,,,,,,,,,
Wnt10b,,,,,,,,,,,,,,,,,,,
Wnt10b,,,,,,,,,,,,,,,,,,,
Wnt10b,,,,,,,,,,,,,,,,,,,
Siah2,,,,,,,,,,,,,,,,,,,
Ccna2,,,,,,,,,,,,,,,,,,,
Ccna2,,,,,,,,,,,,,,,,,,,
Ccna2,,,,,,,,,,,,,,,,,,,
Ccna2,,,,,,,,,,,,,,,,,,,
Ccna2,,,,,,,,,,,,,,,,,,,
Nlrp5,,,,,,,,,,,,,,,,,,,
Cenpx,,,,,,,,,,,,,,,,,,,
Cenpx,,,,,,,,,,,,,,,,,,,
Cenpx,,,,,,,,,,,,,,,,,,,
Cdk14,,,,,,,,,,,,,,,,,,,
Cdk14,,,,,,,,,,,,,,,,,,,
Cdk14,,,,,,,,,,,,,,,,,,,
Septin8,,,,,,,,,,,,,,,,,,,
Cdc6,,,,,,,,,,,,,,,,,,,
Cdc6,,,,,,,,,,,,,,,,,,,
Cdc6,,,,,,,,,,,,,,,,,,,
Cdc6,,,,,,,,,,,,,,,,,,,
Cdc6,,,,,,,,,,,,,,,,,,,
Cdc6,,,,,,,,,,,,,,,,,,,
Ik,,,,,,,,,,,,,,,,,,,
Ik,,,,,,,,,,,,,,,,,,,
Ttk,,,,,,,,,,,,,,,,,,,
Ttk,,,,,,,,,,,,,,,,,,,
Ttk,,,,,,,,,,,,,,,,,,,
Tubb2b,,,,,,,,,,,,,,,,,,,
Grk5,,,,,,,,,,,,,,,,,,,
Rsph1,,,,,,,,,,,,,,,,,,,
Lig3,,,,,,,,,,,,,,,,,,,
Mnt,,,,,,,,,,,,,,,,,,,
Scrib,,,,,,,,,,,,,,,,,,,
Slc16a1,,,,,,,,,,,,,,,,,,,
Taf6,,,,,,,,,,,,,,,,,,,
Hnf4a,,,,,,,,,,,,,,,,,,,
Cks1brt,,,,,,,,,,,,,,,,,,,
Rhoc,,,,,,,,,,,,,,,,,,,
Trim39,,,,,,,,,,,,,,,,,,,
Trim39,,,,,,,,,,,,,,,,,,,
Kmt2e,,,,,,,,,,,,,,,,,,,
Kmt2e,,,,,,,,,,,,,,,,,,,
Kmt2e,,,,,,,,,,,,,,,,,,,
Rhob,,,,,,,,,,,,,,,,,,,
Rhob,,,,,,,,,,,,,,,,,,,
Zfp36l1,,,,,,,,,,,,,,,,,,,
Zfp36l2,,,,,,,,,,,,,,,,,,,
Ezh2,,,,,,,,,,,,,,,,,,,
Ezh2,,,,,,,,,,,,,,,,,,,
Ezh2,,,,,,,,,,,,,,,,,,,
Mdm4,,,,,,,,,,,,,,,,,,,
Mns1,,,,,,,,,,,,,,,,,,,
Rock2,,,,,,,,,,,,,,,,,,,
Rock2,,,,,,,,,,,,,,,,,,,
Rock2,,,,,,,,,,,,,,,,,,,
Phactr4,,,,,,,,,,,,,,,,,,,
Stk35,,,,,,,,,,,,,,,,,,,
Hexim1,,,,,,,,,,,,,,,,,,,
Hexim1,,,,,,,,,,,,,,,,,,,
Ttbk1,,,,,,,,,,,,,,,,,,,
Dync1li1,,,,,,,,,,,,,,,,,,,
Dync1li1,,,,,,,,,,,,,,,,,,,
Dync1li1,,,,,,,,,,,,,,,,,,,
Pole,,,,,,,,,,,,,,,,,,,
Pole,,,,,,,,,,,,,,,,,,,
Pard3,,,,,,,,,,,,,,,,,,,
Pard6g,,,,,,,,,,,,,,,,,,,
Pard6g,,,,,,,,,,,,,,,,,,,
Pard6b,,,,,,,,,,,,,,,,,,,
Pard6b,,,,,,,,,,,,,,,,,,,
Smc3,,,,,,,,,,,,,,,,,,,
Smc3,,,,,,,,,,,,,,,,,,,
Smc3,,,,,,,,,,,,,,,,,,,
Smc3,,,,,,,,,,,,,,,,,,,
Smc3,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Zfp207,,,,,,,,,,,,,,,,,,,
Oip5,,,,,,,,,,,,,,,,,,,
Mybl1,,,,,,,,,,,,,,,,,,,
Mybl1,,,,,,,,,,,,,,,,,,,
Mybl1,,,,,,,,,,,,,,,,,,,
Mecp2,,,,,,,,,,,,,,,,,,,
Mecp2,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Ankrd53,,,,,,,,,,,,,,,,,,,
Xiap,,,,,,,,,,,,,,,,,,,
Zfp365,,,,,,,,,,,,,,,,,,,
Gm21497,,,,,,,,,,,,,,,,,,,
Rps3,,,,,,,,,,,,,,,,,,,
Rps3,,,,,,,,,,,,,,,,,,,
Gm20820,,,,,,,,,,,,,,,,,,,
Ptch1,,,,,,,,,,,,,,,,,,,
Kpnb1,,,,,,,,,,,,,,,,,,,
Kpnb1,,,,,,,,,,,,,,,,,,,
Kpnb1,,,,,,,,,,,,,,,,,,,
Kpnb1,,,,,,,,,,,,,,,,,,,
Kpnb1,,,,,,,,,,,,,,,,,,,
Dsn1,,,,,,,,,,,,,,,,,,,
Dsn1,,,,,,,,,,,,,,,,,,,
Gata6,,,,,,,,,,,,,,,,,,,
Ereg,,,,,,,,,,,,,,,,,,,
Ereg,,,,,,,,,,,,,,,,,,,
Ereg,,,,,,,,,,,,,,,,,,,
Ereg,,,,,,,,,,,,,,,,,,,
Ereg,,,,,,,,,,,,,,,,,,,
Xlr4b,,,,,,,,,,,,,,,,,,,
Chordc1,,,,,,,,,,,,,,,,,,,
Chordc1,,,,,,,,,,,,,,,,,,,
Haspin,,,,,,,,,,,,,,,,,,,
Haspin,,,,,,,,,,,,,,,,,,,
Haspin,,,,,,,,,,,,,,,,,,,
Haspin,,,,,,,,,,,,,,,,,,,
Gm4297,,,,,,,,,,,,,,,,,,,
Kcnh5,,,,,,,,,,,,,,,,,,,
Tert,,,,,,,,,,,,,,,,,,,
Fancm,,,,,,,,,,,,,,,,,,,
Ctnnb1,,,,,,,,,,,,,,,,,,,
Ctnnb1,,,,,,,,,,,,,,,,,,,
Ctnnb1,,,,,,,,,,,,,,,,,,,
Ctnnb1,,,,,,,,,,,,,,,,,,,
Iho1,,,,,,,,,,,,,,,,,,,
Iho1,,,,,,,,,,,,,,,,,,,
Iho1,,,,,,,,,,,,,,,,,,,
Iho1,,,,,,,,,,,,,,,,,,,
Iho1,,,,,,,,,,,,,,,,,,,
Iho1,,,,,,,,,,,,,,,,,,,
Dgkz,,,,,,,,,,,,,,,,,,,
Dgkz,,,,,,,,,,,,,,,,,,,
Trim21,,,,,,,,,,,,,,,,,,,
Trim21,,,,,,,,,,,,,,,,,,,
Syce3,,,,,,,,,,,,,,,,,,,
Syce3,,,,,,,,,,,,,,,,,,,
Syce3,,,,,,,,,,,,,,,,,,,
Syce3,,,,,,,,,,,,,,,,,,,
Syce3,,,,,,,,,,,,,,,,,,,
Syce3,,,,,,,,,,,,,,,,,,,
Lrp5,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Cenpj,,,,,,,,,,,,,,,,,,,
Chmp5,,,,,,,,,,,,,,,,,,,
Chmp5,,,,,,,,,,,,,,,,,,,
Chmp5,,,,,,,,,,,,,,,,,,,
Chmp5,,,,,,,,,,,,,,,,,,,
Lsm11,,,,,,,,,,,,,,,,,,,
Nek10,,,,,,,,,,,,,,,,,,,
Gm49340,,,,,,,,,,,,,,,,,,,
Banp,,,,,,,,,,,,,,,,,,,
Setdb2,,,,,,,,,,,,,,,,,,,
Setdb2,,,,,,,,,,,,,,,,,,,
Xlr5a,,,,,,,,,,,,,,,,,,,
Bax,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cdc25b,,,,,,,,,,,,,,,,,,,
Cenpc1,,,,,,,,,,,,,,,,,,,
Cenpc1,,,,,,,,,,,,,,,,,,,
Cenpc1,,,,,,,,,,,,,,,,,,,
Cenpc1,,,,,,,,,,,,,,,,,,,
Ube2i,,,,,,,,,,,,,,,,,,,
Stard13,,,,,,,,,,,,,,,,,,,
Ing4,,,,,,,,,,,,,,,,,,,
Ing4,,,,,,,,,,,,,,,,,,,
Rny3,,,,,,,,,,,,,,,,,,,
Flcn,,,,,,,,,,,,,,,,,,,
Anapc5,,,,,,,,,,,,,,,,,,,
Anapc5,,,,,,,,,,,,,,,,,,,
Rrs1,,,,,,,,,,,,,,,,,,,
Cep295nl,,,,,,,,,,,,,,,,,,,
Anapc7,,,,,,,,,,,,,,,,,,,
Anapc7,,,,,,,,,,,,,,,,,,,
Anapc7,,,,,,,,,,,,,,,,,,,
Dicer1,,,,,,,,,,,,,,,,,,,
Dicer1,,,,,,,,,,,,,,,,,,,
Dicer1,,,,,,,,,,,,,,,,,,,
Gak,,,,,,,,,,,,,,,,,,,
Akap8l,,,,,,,,,,,,,,,,,,,
Akap8l,,,,,,,,,,,,,,,,,,,
Xlr4c,,,,,,,,,,,,,,,,,,,
Xlr4a,,,,,,,,,,,,,,,,,,,
Apbb1,,,,,,,,,,,,,,,,,,,
Haus4,,,,,,,,,,,,,,,,,,,
Haus4,,,,,,,,,,,,,,,,,,,
Haus4,,,,,,,,,,,,,,,,,,,
Haus4,,,,,,,,,,,,,,,,,,,
Haus4,,,,,,,,,,,,,,,,,,,
Neurog1,,,,,,,,,,,,,,,,,,,
Dctn1,,,,,,,,,,,,,,,,,,,
Dctn1,,,,,,,,,,,,,,,,,,,
Dctn1,,,,,,,,,,,,,,,,,,,
Dctn1,,,,,,,,,,,,,,,,,,,
Dctn1,,,,,,,,,,,,,,,,,,,
Casp3,,,,,,,,,,,,,,,,,,,
Casp3,,,,,,,,,,,,,,,,,,,
Dctn2,,,,,,,,,,,,,,,,,,,
Dctn2,,,,,,,,,,,,,,,,,,,
Dctn2,,,,,,,,,,,,,,,,,,,
Dctn2,,,,,,,,,,,,,,,,,,,
Dctn2,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fbxo5,,,,,,,,,,,,,,,,,,,
Fsd1,,,,,,,,,,,,,,,,,,,
Fsd1,,,,,,,,,,,,,,,,,,,
Fsd1,,,,,,,,,,,,,,,,,,,
Mis12,,,,,,,,,,,,,,,,,,,
Mis12,,,,,,,,,,,,,,,,,,,
Mis12,,,,,,,,,,,,,,,,,,,
Mis12,,,,,,,,,,,,,,,,,,,
Mastl,,,,,,,,,,,,,,,,,,,
Mastl,,,,,,,,,,,,,,,,,,,
Mastl,,,,,,,,,,,,,,,,,,,
Mastl,,,,,,,,,,,,,,,,,,,
Mastl,,,,,,,,,,,,,,,,,,,
Dynlt3,,,,,,,,,,,,,,,,,,,
Dynlt3,,,,,,,,,,,,,,,,,,,
Dynlt3,,,,,,,,,,,,,,,,,,,
Phf13,,,,,,,,,,,,,,,,,,,
Phf13,,,,,,,,,,,,,,,,,,,
Phf13,,,,,,,,,,,,,,,,,,,
Phf13,,,,,,,,,,,,,,,,,,,
Nsfl1c,,,,,,,,,,,,,,,,,,,
Nsfl1c,,,,,,,,,,,,,,,,,,,
Catsperz,,,,,,,,,,,,,,,,,,,
Lsm14a,,,,,,,,,,,,,,,,,,,
Chmp1b,,,,,,,,,,,,,,,,,,,
Chmp1b,,,,,,,,,,,,,,,,,,,
Chmp1b,,,,,,,,,,,,,,,,,,,
Chmp1b,,,,,,,,,,,,,,,,,,,
Chmp1b,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Ndc80,,,,,,,,,,,,,,,,,,,
Dis3l2,,,,,,,,,,,,,,,,,,,
Dis3l2,,,,,,,,,,,,,,,,,,,
Dis3l2,,,,,,,,,,,,,,,,,,,
Vash1,,,,,,,,,,,,,,,,,,,
Vash1,,,,,,,,,,,,,,,,,,,
Rpl23,,,,,,,,,,,,,,,,,,,
Rpl23,,,,,,,,,,,,,,,,,,,
Cep295,,,,,,,,,,,,,,,,,,,
Cep295,,,,,,,,,,,,,,,,,,,
Cep295,,,,,,,,,,,,,,,,,,,
Cep295,,,,,,,,,,,,,,,,,,,
Dusp1,,,,,,,,,,,,,,,,,,,
Ccp110,,,,,,,,,,,,,,,,,,,
Ccp110,,,,,,,,,,,,,,,,,,,
Ccp110,,,,,,,,,,,,,,,,,,,
Ccp110,,,,,,,,,,,,,,,,,,,
Ccp110,,,,,,,,,,,,,,,,,,,
Nek11,,,,,,,,,,,,,,,,,,,
Nek11,,,,,,,,,,,,,,,,,,,
Nek11,,,,,,,,,,,,,,,,,,,
Nek11,,,,,,,,,,,,,,,,,,,
Nek11,,,,,,,,,,,,,,,,,,,
Rbl1,,,,,,,,,,,,,,,,,,,
Rbl1,,,,,,,,,,,,,,,,,,,
Rbl1,,,,,,,,,,,,,,,,,,,
Cacnb4,,,,,,,,,,,,,,,,,,,
Nin,,,,,,,,,,,,,,,,,,,
Nin,,,,,,,,,,,,,,,,,,,
Smpd3,,,,,,,,,,,,,,,,,,,
Smpd3,,,,,,,,,,,,,,,,,,,
Smpd3,,,,,,,,,,,,,,,,,,,
Smpd3,,,,,,,,,,,,,,,,,,,
Nudt15,,,,,,,,,,,,,,,,,,,
Anapc4,,,,,,,,,,,,,,,,,,,
Anapc4,,,,,,,,,,,,,,,,,,,
Anapc4,,,,,,,,,,,,,,,,,,,
Dctn6,,,,,,,,,,,,,,,,,,,
Dctn6,,,,,,,,,,,,,,,,,,,
Rif1,,,,,,,,,,,,,,,,,,,
Prdm11,,,,,,,,,,,,,,,,,,,
Psmc3ip,,,,,,,,,,,,,,,,,,,
Psmc3ip,,,,,,,,,,,,,,,,,,,
Gas2l1,,,,,,,,,,,,,,,,,,,
Gas2l1,,,,,,,,,,,,,,,,,,,
Gas2l1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Chek1,,,,,,,,,,,,,,,,,,,
Kat2a,,,,,,,,,,,,,,,,,,,
Pbx1,,,,,,,,,,,,,,,,,,,
Cltc,,,,,,,,,,,,,,,,,,,
Cltc,,,,,,,,,,,,,,,,,,,
Cltc,,,,,,,,,,,,,,,,,,,
Cltc,,,,,,,,,,,,,,,,,,,
Cltc,,,,,,,,,,,,,,,,,,,
Cltc,,,,,,,,,,,,,,,,,,,
Kat14,,,,,,,,,,,,,,,,,,,
Cep85,,,,,,,,,,,,,,,,,,,
Trp53bp2,,,,,,,,,,,,,,,,,,,
Adcyap1,,,,,,,,,,,,,,,,,,,
E2f5,,,,,,,,,,,,,,,,,,,
E2f5,,,,,,,,,,,,,,,,,,,
Pagr1a,,,,,,,,,,,,,,,,,,,
Pagr1a,,,,,,,,,,,,,,,,,,,
Pagr1a,,,,,,,,,,,,,,,,,,,
Vps4a,,,,,,,,,,,,,,,,,,,
Vps4a,,,,,,,,,,,,,,,,,,,
Vps4a,,,,,,,,,,,,,,,,,,,
Vps4a,,,,,,,,,,,,,,,,,,,
Vps4a,,,,,,,,,,,,,,,,,,,
Zmpste24,,,,,,,,,,,,,,,,,,,
Zmpste24,,,,,,,,,,,,,,,,,,,
Shoc1,,,,,,,,,,,,,,,,,,,
Shoc1,,,,,,,,,,,,,,,,,,,
Shoc1,,,,,,,,,,,,,,,,,,,
Shoc1,,,,,,,,,,,,,,,,,,,
Uimc1,,,,,,,,,,,,,,,,,,,
Odf2,,,,,,,,,,,,,,,,,,,
Cdc23,,,,,,,,,,,,,,,,,,,
Cdc23,,,,,,,,,,,,,,,,,,,
Cdc23,,,,,,,,,,,,,,,,,,,
Cdc23,,,,,,,,,,,,,,,,,,,
Cdc23,,,,,,,,,,,,,,,,,,,
Cdc23,,,,,,,,,,,,,,,,,,,
Spata22,,,,,,,,,,,,,,,,,,,
Spata22,,,,,,,,,,,,,,,,,,,
Spata22,,,,,,,,,,,,,,,,,,,
Spata22,,,,,,,,,,,,,,,,,,,
Spata22,,,,,,,,,,,,,,,,,,,
Spata22,,,,,,,,,,,,,,,,,,,
Heca,,,,,,,,,,,,,,,,,,,
Cited2,,,,,,,,,,,,,,,,,,,
Gigyf2,,,,,,,,,,,,,,,,,,,
Sgo2b,,,,,,,,,,,,,,,,,,,
Sgo2b,,,,,,,,,,,,,,,,,,,
Sgo2b,,,,,,,,,,,,,,,,,,,
Lcmt1,,,,,,,,,,,,,,,,,,,
Hacd1,,,,,,,,,,,,,,,,,,,
Hacd1,,,,,,,,,,,,,,,,,,,
Mdc1,,,,,,,,,,,,,,,,,,,
Pttg1,,,,,,,,,,,,,,,,,,,
Pttg1,,,,,,,,,,,,,,,,,,,
Pttg1,,,,,,,,,,,,,,,,,,,
Pttg1,,,,,,,,,,,,,,,,,,,
Pttg1,,,,,,,,,,,,,,,,,,,
Foxe3,,,,,,,,,,,,,,,,,,,
Pmp22,,,,,,,,,,,,,,,,,,,
Pmp22,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Plk1,,,,,,,,,,,,,,,,,,,
Septin3,,,,,,,,,,,,,,,,,,,
Septin3,,,,,,,,,,,,,,,,,,,
Plcb1,,,,,,,,,,,,,,,,,,,
Plcb1,,,,,,,,,,,,,,,,,,,
Plcb1,,,,,,,,,,,,,,,,,,,
Plcb1,,,,,,,,,,,,,,,,,,,
Plcb1,,,,,,,,,,,,,,,,,,,
Pkd1,,,,,,,,,,,,,,,,,,,
Pkd1,,,,,,,,,,,,,,,,,,,
Pkd1,,,,,,,,,,,,,,,,,,,
Pkd1,,,,,,,,,,,,,,,,,,,
Prkcq,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Mcmdc2,,,,,,,,,,,,,,,,,,,
Apex2,,,,,,,,,,,,,,,,,,,
Usp44,,,,,,,,,,,,,,,,,,,
Usp44,,,,,,,,,,,,,,,,,,,
Zc3h12d,,,,,,,,,,,,,,,,,,,
Haus7,,,,,,,,,,,,,,,,,,,
Haus7,,,,,,,,,,,,,,,,,,,
Haus7,,,,,,,,,,,,,,,,,,,
Haus7,,,,,,,,,,,,,,,,,,,
Haus7,,,,,,,,,,,,,,,,,,,
Msh4,,,,,,,,,,,,,,,,,,,
Msh4,,,,,,,,,,,,,,,,,,,
Msh4,,,,,,,,,,,,,,,,,,,
Msh4,,,,,,,,,,,,,,,,,,,
Msh4,,,,,,,,,,,,,,,,,,,
Msh4,,,,,,,,,,,,,,,,,,,
Tpra1,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Meiob,,,,,,,,,,,,,,,,,,,
Rnf167,,,,,,,,,,,,,,,,,,,
Rnf167,,,,,,,,,,,,,,,,,,,
Pidd1,,,,,,,,,,,,,,,,,,,
Cdk5r1,,,,,,,,,,,,,,,,,,,
Cdc123,,,,,,,,,,,,,,,,,,,
Rprd1b,,,,,,,,,,,,,,,,,,,
Plk4,,,,,,,,,,,,,,,,,,,
Plk4,,,,,,,,,,,,,,,,,,,
Plk4,,,,,,,,,,,,,,,,,,,
Plk4,,,,,,,,,,,,,,,,,,,
Plk4,,,,,,,,,,,,,,,,,,,
Plk4,,,,,,,,,,,,,,,,,,,
Txnip,,,,,,,,,,,,,,,,,,,
Mlxipl,,,,,,,,,,,,,,,,,,,
Rpl26,,,,,,,,,,,,,,,,,,,
Rpl26,,,,,,,,,,,,,,,,,,,
Gm1140,,,,,,,,,,,,,,,,,,,
Trim71,,,,,,,,,,,,,,,,,,,
Ccdc84,,,,,,,,,,,,,,,,,,,
Myo16,,,,,,,,,,,,,,,,,,,
Btrc,,,,,,,,,,,,,,,,,,,
Brsk1,,,,,,,,,,,,,,,,,,,
Brsk1,,,,,,,,,,,,,,,,,,,
Brsk1,,,,,,,,,,,,,,,,,,,
Brsk1,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Zw10,,,,,,,,,,,,,,,,,,,
Slxl1,,,,,,,,,,,,,,,,,,,
Rbm14,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rad51,,,,,,,,,,,,,,,,,,,
Rdx,,,,,,,,,,,,,,,,,,,
Tbce,,,,,,,,,,,,,,,,,,,
Tppp,,,,,,,,,,,,,,,,,,,
Tppp,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
